Transaction_ID,Customer_ID,Purchase_Date,Age,Gender,Location,Online/Offline,Online_Store,Category,Item_Purchased,Brand,Color,Size,Quantity,Purchase_Amount_(₹),Discount_(%),Festival/Sale,Shipping_Charge_(₹),Delivery_Speed,Delivery_Time_(Days),Subscription_Status,Payment_Method,Review_Rating,Return_Status,Previous_Purchases,Frequency_of_Purchases
TXN509347,CUST102977,2024-02-13,55.0,Male,Nagpur,Online,Meesho,Footwear,Sandals,Campus,Grey,9,1.0,564.0,63.0,Missing,0.0,Express,4.0,Yes,UPI,5.0,Not Returned,4.0,Weekly
TXN508323,CUST102683,2024-02-13,52.0,Male,Noida,Offline,Myntra,Clothing,T-shirt,H&M,Brown,M,4.0,4664.0,26.0,Missing,0.0,Standard,0.0,No,UPI,4.0,Not Returned,2.0,Fortnightly
TXN502801,CUST100910,2024-02-13,50.0,Male,Noida,Online,Amazon,Footwear,Boots,Campus,Yellow,6,2.0,1086.0,45.0,Missing,0.0,Express,2.0,No,UPI,4.0,Not Returned,1.0,Fortnightly
TXN509336,CUST102973,2024-02-13,59.0,Male,Bhubaneswar,Online,Amazon,Clothing,Hoodie,Nike,Grey,L,1.0,2391.0,45.0,Missing,79.0,Standard,6.0,No,Credit Card,3.0,Not Returned,17.0,Weekly
TXN502104,CUST100683,2024-02-13,58.0,Female,Chennai,Online,Amazon,Footwear,Slippers,Roadster,Beige,9,1.0,1688.0,36.0,Missing,0.0,Standard,4.0,No,Cash on Delivery,5.0,Not Returned,4.0,Fortnightly
TXN508771,CUST102814,2024-02-13,26.0,Male,Chennai,Online,Myntra,Clothing,T-shirt,Levis,Yellow,M,1.0,1983.0,66.0,Missing,0.0,Express,2.0,Yes,Debit Card,4.0,Not Returned,2.0,Fortnightly
TXN509690,CUST103086,2024-02-13,25.0,Male,Hyderabad,Online,Myntra,Clothing,Shirt,Roadster,Navy,L,1.0,816.0,59.0,Missing,49.0,Standard,5.0,No,Debit Card,5.0,Not Returned,14.0,Weekly
TXN501047,CUST100319,2024-02-13,50.0,Female,Kolkata,Online,Shein,Clothing,Trousers,Bewakoof,Grey,L,1.0,1041.0,38.0,Missing,199.0,Express,3.0,No,Cash on Delivery,4.0,Not Returned,2.0,Fortnightly
TXN505747,CUST101861,2024-02-13,30.0,Female,Nagpur,Online,Meesho,Accessories,Socks,Bewakoof,Beige,Free Size,1.0,373.0,48.0,Missing,79.0,Standard,6.0,No,UPI,3.0,Not Returned,7.0,Weekly
TXN500821,CUST100221,2024-02-13,37.0,Male,Surat,Online,Amazon,Clothing,Hoodie,Max,Brown,L,1.0,418.0,40.0,Missing,49.0,Standard,6.0,No,UPI,3.0,Not Returned,13.0,Weekly
TXN502813,CUST100916,2024-02-14,40.0,Male,Indore,Offline,Myntra,Clothing,Hoodie,Bewakoof,Blue,M,1.0,564.0,48.0,Missing,0.0,Standard,0.0,No,Credit Card,3.0,Not Returned,2.0,Fortnightly
TXN500625,CUST100158,2024-02-14,39.0,Female,Chennai,Online,Flipkart,Footwear,Boots,US Polo,Grey,6,1.0,1966.0,53.0,Missing,0.0,Standard,5.0,Yes,Credit Card,4.0,Not Returned,7.0,Weekly
TXN507143,CUST102343,2024-02-14,48.0,Female,Mumbai,Offline,Myntra,Footwear,Boots,Campus,Red,9,1.0,4329.0,33.0,Missing,0.0,Standard,0.0,No,UPI,5.0,Not Returned,1.0,Fortnightly
TXN506242,CUST102060,2024-02-14,55.0,Male,Bangalore,Online,Meesho,Accessories,Wallet,Allen Solly,Grey,M,2.0,1700.0,32.0,Missing,0.0,Express,4.0,No,UPI,4.0,Not Returned,2.0,Fortnightly
TXN507266,CUST102370,2024-02-14,19.0,Female,Kolkata,Online,Myntra,Footwear,Slippers,Nike,Pink,9,3.0,12787.0,34.0,Missing,0.0,Standard,5.0,Yes,UPI,4.0,Returned,5.0,Fortnightly
TXN500534,CUST100130,2024-02-14,41.0,Female,Noida,Offline,Myntra,Footwear,Sneakers,Bata,White,8,2.0,4674.0,56.0,Missing,0.0,Standard,0.0,No,UPI,5.0,Not Returned,3.0,Fortnightly
TXN504512,CUST101502,2024-02-14,27.0,Female,Kolkata,Offline,Myntra,Clothing,Kurta,Allen Solly,Grey,XS,1.0,1311.0,45.0,Missing,0.0,Standard,0.0,No,Debit Card,4.0,Not Returned,6.0,Weekly
TXN506882,CUST102259,2024-02-14,59.0,Male,Chennai,Offline,Myntra,Clothing,Jacket,US Polo,White,S,3.0,3917.0,62.0,Missing,0.0,Standard,0.0,No,UPI,4.0,Not Returned,0.0,Quarterly
TXN503374,CUST101087,2024-02-15,59.0,Female,Mumbai,Online,Myntra,Clothing,T-shirt,Levis,Beige,L,1.0,2740.0,64.0,Missing,0.0,Standard,8.0,No,EMI,2.0,Not Returned,13.0,Weekly
TXN505698,CUST101852,2024-02-15,37.0,Male,Jaipur,Offline,Myntra,Accessories,Belt,Allen Solly,Black,M,1.0,715.0,50.0,Missing,0.0,Standard,0.0,No,Credit Card,5.0,Not Returned,2.0,Fortnightly
TXN502631,CUST100856,2024-02-15,28.0,Female,Kochi,Online,Ajio,Clothing,Saree,Levis,White,M,1.0,1754.0,48.0,Missing,0.0,Standard,7.0,No,UPI,3.0,Returned,3.0,Fortnightly
TXN505704,CUST101854,2024-02-15,22.0,Female,Kolkata,Online,Flipkart,Clothing,Saree,Zara,Navy,L,1.0,2293.0,21.0,Missing,0.0,Express,2.0,Yes,Credit Card,5.0,Not Returned,1.0,Fortnightly
TXN501458,CUST100475,2024-02-15,50.0,Female,Noida,Offline,Myntra,Clothing,Saree,Allen Solly,Yellow,M,1.0,1460.0,46.0,Missing,0.0,Standard,0.0,Yes,Debit Card,3.0,Not Returned,3.0,Fortnightly
TXN507032,CUST102309,2024-02-15,40.0,Female,Mumbai,Offline,Myntra,Clothing,Saree,US Polo,Grey,XS,1.0,1301.0,57.0,Missing,0.0,Standard,0.0,Yes,UPI,4.0,Not Returned,6.0,Fortnightly
TXN507954,CUST102581,2024-02-15,37.0,Male,Chennai,Online,Myntra,Footwear,Slippers,H&M,Green,11,1.0,1656.0,54.0,Missing,0.0,Same Day,1.0,No,Debit Card,4.0,Not Returned,4.0,Weekly
TXN507070,CUST102323,2024-02-15,45.0,Female,Nagpur,Online,Amazon,Footwear,Sandals,Roadster,Grey,11,1.0,4420.0,69.0,Missing,0.0,Standard,5.0,No,UPI,4.0,Not Returned,1.0,Monthly
TXN503680,CUST101184,2024-02-15,35.0,Male,Jaipur,Online,Ajio,Accessories,Backpack,Zara,Blue,Free Size,2.0,3967.0,66.0,Missing,99.0,Express,2.0,No,Credit Card,5.0,Not Returned,0.0,Monthly
TXN508614,CUST102769,2024-02-15,58.0,Male,Visakhapatnam,Online,Ajio,Footwear,Running Shoes,Max,Blue,10,1.0,644.0,69.0,Missing,0.0,Standard,4.0,No,Wallet,5.0,Returned,2.0,Fortnightly
TXN505294,CUST101731,2024-02-15,55.0,Male,Visakhapatnam,Online,Amazon,Accessories,Cap,Max,Black,Free Size,1.0,366.0,53.0,Missing,99.0,Express,4.0,No,Debit Card,5.0,Not Returned,9.0,Weekly
TXN502952,CUST100952,2024-02-15,43.0,Female,Noida,Online,Flipkart,Footwear,Slippers,Bata,Navy,7,2.0,3836.0,58.0,Missing,0.0,Same Day,1.0,No,UPI,4.0,Not Returned,7.0,Fortnightly
TXN500357,CUST100086,2024-02-15,22.0,Male,Mumbai,Online,Amazon,Clothing,Hoodie,Nike,White,L,2.0,5753.0,25.0,Missing,0.0,Standard,4.0,No,EMI,5.0,Not Returned,8.0,Weekly
TXN509106,CUST102909,2024-02-16,32.0,Male,Jaipur,Offline,Myntra,Clothing,Shirt,Puma,Grey,L,1.0,428.0,62.0,Missing,0.0,Standard,0.0,No,Debit Card,4.0,Not Returned,2.0,Fortnightly
TXN501632,CUST100532,2024-02-16,24.0,Female,Bangalore,Online,Flipkart,Footwear,Slippers,Roadster,White,8,1.0,2136.0,64.0,Missing,0.0,Express,2.0,Yes,UPI,4.0,Not Returned,1.0,Monthly
TXN502542,CUST100826,2024-02-16,46.0,Male,Chandigarh,Offline,Myntra,Clothing,Hoodie,H&M,Pink,XS,1.0,1122.0,22.0,Missing,0.0,Standard,0.0,No,Debit Card,4.0,Not Returned,2.0,Monthly
TXN503453,CUST101112,2024-02-16,26.0,Male,Kolkata,Online,Amazon,Accessories,Backpack,HRX,Red,Free Size,3.0,764.0,37.0,Missing,199.0,Standard,6.0,No,Credit Card,3.0,Not Returned,15.0,Weekly
TXN509598,CUST103060,2024-02-16,28.0,Female,Pune,Online,Amazon,Clothing,Saree,Bewakoof,Red,M,1.0,370.0,22.0,Missing,79.0,Standard,7.0,No,UPI,5.0,Not Returned,1.0,Monthly
TXN505094,CUST101675,2024-02-16,59.0,Female,Delhi,Offline,Myntra,Clothing,Jacket,Puma,Black,M,2.0,3403.0,33.0,Missing,0.0,Standard,0.0,Yes,Credit Card,5.0,Returned,1.0,Monthly
TXN501758,CUST100573,2024-02-16,20.0,Male,Pune,Online,Myntra,Accessories,Socks,Allen Solly,Blue,Free Size,2.0,1406.0,61.0,Missing,0.0,Express,3.0,No,Debit Card,5.0,Not Returned,0.0,Monthly
TXN504111,CUST101353,2024-02-16,56.0,Female,Hyderabad,Online,Ajio,Clothing,Hoodie,Roadster,White,M,2.0,2215.0,62.0,Missing,0.0,Express,4.0,No,UPI,5.0,Not Returned,2.0,Monthly
TXN509879,CUST103154,2024-02-16,20.0,Female,Surat,Offline,Myntra,Accessories,Socks,Puma,White,Free Size,1.0,1820.0,60.0,Missing,0.0,Standard,0.0,Yes,UPI,5.0,Not Returned,1.0,Fortnightly
TXN502792,CUST100904,2024-02-16,37.0,Male,Kolkata,Online,Amazon,Clothing,Jacket,Roadster,Navy,M,1.0,960.0,29.0,Missing,79.0,Standard,7.0,No,UPI,3.0,Not Returned,7.0,Fortnightly
TXN506940,CUST102276,2024-02-16,26.0,Male,Bangalore,Online,Amazon,Accessories,Backpack,Max,Brown,Free Size,1.0,304.0,50.0,Missing,149.0,Standard,6.0,No,UPI,2.0,Returned,1.0,Fortnightly
TXN509115,CUST102911,2024-02-17,21.0,Male,Gurgaon,Online,Amazon,Clothing,Jacket,Zara,Navy,M,1.0,1505.0,62.0,Missing,79.0,Standard,7.0,No,Credit Card,3.0,Not Returned,4.0,Fortnightly
TXN502935,CUST100949,2024-02-17,29.0,Male,Bhubaneswar,Online,Myntra,Accessories,Backpack,Puma,Yellow,Free Size,1.0,1453.0,37.0,Missing,99.0,Express,4.0,Yes,Credit Card,4.0,Returned,9.0,Weekly
TXN501125,CUST100339,2024-02-17,58.0,Male,Surat,Online,Shein,Clothing,Shirt,Levis,Green,M,1.0,2318.0,49.0,Missing,99.0,Standard,7.0,No,UPI,5.0,Returned,4.0,Weekly
TXN508959,CUST102858,2024-02-17,48.0,Male,Mumbai,Online,Myntra,Clothing,Shorts,Levis,Navy,S,1.0,2940.0,67.0,Missing,49.0,Standard,8.0,No,UPI,5.0,Not Returned,8.0,Weekly
TXN504359,CUST101438,2024-02-17,31.0,Male,Surat,Online,Amazon,Accessories,Watch,Bewakoof,Blue,M,1.0,230.0,29.0,Missing,0.0,Standard,7.0,No,Credit Card,2.0,Not Returned,5.0,Fortnightly
TXN507243,CUST102366,2024-02-17,32.0,Male,Chandigarh,Offline,Myntra,Clothing,Jeans,Zara,Pink,XL,1.0,445.0,51.0,Missing,0.0,Standard,0.0,No,UPI,5.0,Not Returned,3.0,Fortnightly
TXN505041,CUST101659,2024-02-17,28.0,Male,Lucknow,Online,Flipkart,Footwear,Sandals,Puma,Navy,9,1.0,3026.0,38.0,Missing,0.0,Standard,4.0,No,Debit Card,5.0,Not Returned,6.0,Weekly
TXN500889,CUST100248,2024-02-18,51.0,Male,Mumbai,Online,Flipkart,Accessories,Sunglasses,Bata,Navy,M,1.0,903.0,52.0,Missing,0.0,Standard,6.0,No,Debit Card,3.0,Not Returned,3.0,Quarterly
TXN500921,CUST100265,2024-02-18,42.0,Female,Kolkata,Offline,Myntra,Clothing,Dress,Levis,Navy,M,1.0,2604.0,70.0,Missing,0.0,Standard,0.0,No,Credit Card,5.0,Not Returned,2.0,Monthly
TXN506916,CUST102270,2024-02-18,31.0,Male,Jaipur,Online,Flipkart,Accessories,Watch,Roadster,Navy,M,1.0,892.0,53.0,Missing,0.0,Standard,7.0,No,Cash on Delivery,4.0,Not Returned,3.0,Fortnightly
TXN501311,CUST100406,2024-02-18,36.0,Male,Delhi,Online,Ajio,Clothing,Jeans,Zara,Navy,M,1.0,2079.0,31.0,Missing,99.0,Express,2.0,Yes,UPI,5.0,Not Returned,1.0,Quarterly
TXN505748,CUST101863,2024-02-18,33.0,Male,Surat,Online,Flipkart,Clothing,Kurta,Roadster,Yellow,M,1.0,705.0,24.0,Missing,79.0,Standard,4.0,No,UPI,4.0,Not Returned,0.0,Monthly
TXN508398,CUST102707,2024-02-18,30.0,Male,Surat,Online,Amazon,Footwear,Formal Shoes,Max,Grey,6,1.0,684.0,22.0,Missing,199.0,Standard,5.0,No,UPI,5.0,Not Returned,3.0,Fortnightly
TXN501017,CUST100304,2024-02-18,40.0,Female,Indore,Online,Myntra,Accessories,Wallet,Bata,Navy,M,1.0,844.0,30.0,Missing,99.0,Standard,5.0,No,UPI,3.0,Not Returned,0.0,Quarterly
TXN503291,CUST101059,2024-02-18,31.0,Male,Bangalore,Online,Amazon,Footwear,Boots,Roadster,Navy,7,4.0,6035.0,35.0,Missing,199.0,Standard,8.0,No,UPI,4.0,Returned,0.0,Rarely
TXN500164,CUST100036,2024-02-18,54.0,Male,Delhi,Online,Ajio,Clothing,Jeans,US Polo,Grey,M,4.0,5078.0,41.0,Missing,49.0,Standard,8.0,No,Debit Card,2.0,Returned,3.0,Fortnightly
TXN508932,CUST102856,2024-02-18,41.0,Male,Gurgaon,Online,Amazon,Clothing,Shorts,Max,Beige,M,1.0,474.0,20.0,Missing,199.0,Standard,4.0,No,UPI,3.0,Not Returned,2.0,Fortnightly
TXN501423,CUST100455,2024-02-19,41.0,Male,Nagpur,Offline,Myntra,Clothing,Jacket,Zara,Navy,XL,1.0,3121.0,33.0,Missing,0.0,Standard,0.0,Yes,UPI,4.0,Not Returned,0.0,Monthly
TXN501699,CUST100554,2024-02-19,59.0,Female,Kochi,Online,Ajio,Clothing,Shorts,H&M,Yellow,M,1.0,865.0,54.0,Missing,79.0,Same Day,1.0,No,Debit Card,5.0,Not Returned,2.0,Fortnightly
TXN502347,CUST100756,2024-02-19,48.0,Male,Hyderabad,Offline,Myntra,Clothing,Trousers,Levis,Beige,L,1.0,2341.0,34.0,Missing,0.0,Standard,0.0,Yes,Wallet,4.0,Not Returned,2.0,Fortnightly
TXN500102,CUST100024,2024-02-19,50.0,Male,Chennai,Online,Flipkart,Accessories,Watch,H&M,Brown,M,1.0,612.0,57.0,Missing,0.0,Express,4.0,Yes,Debit Card,4.0,Not Returned,4.0,Weekly
TXN506622,CUST102181,2024-02-19,28.0,Female,Bhubaneswar,Online,Flipkart,Clothing,Saree,Nike,Green,S,1.0,2754.0,26.0,Missing,79.0,Express,4.0,No,Credit Card,4.0,Not Returned,0.0,Fortnightly
TXN505937,CUST101933,2024-02-19,58.0,Male,Gurgaon,Online,Meesho,Accessories,Belt,Max,Brown,M,1.0,340.0,47.0,Missing,0.0,Standard,5.0,Yes,UPI,5.0,Not Returned,0.0,Monthly
TXN502153,CUST100701,2024-02-19,43.0,Female,Kolkata,Online,Shein,Clothing,Hoodie,Allen Solly,Blue,M,2.0,1710.0,59.0,Missing,0.0,Express,3.0,No,Cash on Delivery,4.0,Not Returned,10.0,Weekly
TXN504112,CUST101353,2024-02-19,56.0,Female,Hyderabad,Online,Myntra,Footwear,Sneakers,Puma,Navy,7,4.0,18424.0,31.0,Missing,0.0,Express,3.0,No,UPI,4.0,Not Returned,3.0,Monthly
TXN509141,CUST102919,2024-02-19,33.0,Male,Chennai,Online,Ajio,Clothing,Shorts,Levis,Beige,XL,2.0,3531.0,53.0,Missing,0.0,Standard,8.0,Yes,Debit Card,3.0,Not Returned,6.0,Fortnightly
TXN507783,CUST102522,2024-02-19,26.0,Female,Chennai,Online,Ajio,Footwear,Sandals,HRX,Navy,7,1.0,810.0,63.0,Missing,0.0,Standard,5.0,Yes,UPI,4.0,Not Returned,8.0,Weekly
TXN507257,CUST102369,2024-02-19,25.0,Male,Delhi,Online,Myntra,Accessories,Cap,Levis,Brown,Free Size,1.0,1854.0,43.0,Missing,49.0,Express,2.0,No,Debit Card,5.0,Not Returned,0.0,Fortnightly
TXN509425,CUST102997,2024-02-19,32.0,Male,Nagpur,Offline,Myntra,Clothing,Jacket,Puma,Black,S,1.0,2718.0,47.0,Missing,0.0,Standard,0.0,No,Credit Card,5.0,Not Returned,4.0,Weekly
TXN505377,CUST101757,2024-02-20,43.0,Male,Mumbai,Online,Ajio,Accessories,Sunglasses,Max,Black,M,1.0,327.0,28.0,Missing,199.0,Standard,5.0,No,UPI,3.0,Returned,0.0,Monthly
TXN507638,CUST102496,2024-02-20,51.0,Female,Lucknow,Online,Amazon,Accessories,Sunglasses,Roadster,Beige,M,3.0,2102.0,50.0,Missing,149.0,Same Day,1.0,No,UPI,5.0,Not Returned,2.0,Monthly
TXN503454,CUST101112,2024-02-20,26.0,Male,Kolkata,Online,Ajio,Footwear,Sandals,HRX,Brown,6,2.0,1426.0,38.0,Missing,49.0,Standard,6.0,No,Cash on Delivery,4.0,Not Returned,16.0,Weekly
TXN509028,CUST102883,2024-02-20,20.0,Male,Surat,Online,Ajio,Clothing,Trousers,Puma,Red,M,4.0,4259.0,30.0,Missing,79.0,Express,3.0,No,Debit Card,3.0,Not Returned,4.0,Weekly
TXN500068,CUST100015,2024-02-20,51.0,Male,Delhi,Online,Ajio,Clothing,Hoodie,Zara,Yellow,S,4.0,3863.0,31.0,Missing,0.0,Same Day,1.0,Yes,UPI,5.0,Not Returned,5.0,Weekly
TXN507422,CUST102431,2024-02-20,39.0,Male,Bangalore,Online,Flipkart,Clothing,Shirt,Bewakoof,Navy,S,2.0,782.0,23.0,Missing,49.0,Express,3.0,No,EMI,5.0,Not Returned,1.0,Weekly
TXN506173,CUST102038,2024-02-20,59.0,Female,Visakhapatnam,Offline,Myntra,Clothing,Dress,HRX,Black,M,3.0,1544.0,32.0,Missing,0.0,Standard,0.0,No,UPI,5.0,Returned,1.0,Quarterly
TXN502162,CUST100704,2024-02-20,23.0,Male,Nagpur,Online,Amazon,Clothing,Jeans,Nike,Blue,M,1.0,2688.0,51.0,Missing,99.0,Express,2.0,No,UPI,5.0,Not Returned,0.0,Rarely
TXN509265,CUST102959,2024-02-20,38.0,Female,Pune,Online,Ajio,Accessories,Socks,Levis,White,Free Size,1.0,2460.0,68.0,Missing,199.0,Standard,4.0,No,Net Banking,5.0,Not Returned,1.0,Monthly
TXN503293,CUST101060,2024-02-20,50.0,Female,Pune,Online,Amazon,Clothing,Hoodie,Bewakoof,Navy,M,1.0,1070.0,57.0,Missing,0.0,Standard,7.0,No,UPI,2.0,Returned,1.0,Monthly
TXN504525,CUST101503,2024-02-20,31.0,Female,Mumbai,Online,Myntra,Clothing,Kurta,Puma,Navy,S,1.0,2393.0,64.0,Missing,0.0,Express,3.0,Yes,UPI,5.0,Returned,4.0,Fortnightly
TXN501145,CUST100348,2024-02-20,25.0,Male,Kochi,Online,Myntra,Accessories,Belt,Zara,Green,M,2.0,4821.0,66.0,Missing,0.0,Standard,4.0,Yes,Credit Card,4.0,Not Returned,5.0,Weekly
TXN501163,CUST100350,2024-02-21,40.0,Female,Ahmedabad,Offline,Myntra,Accessories,Sunglasses,Levis,Beige,M,1.0,2185.0,30.0,Missing,0.0,Standard,0.0,No,UPI,5.0,Not Returned,8.0,Weekly
TXN502598,CUST100843,2024-02-21,19.0,Female,Chennai,Offline,Myntra,Clothing,T-shirt,Bewakoof,Black,L,1.0,426.0,20.0,Missing,0.0,Standard,0.0,No,Credit Card,5.0,Not Returned,2.0,Monthly
TXN507841,CUST102544,2024-02-21,51.0,Male,Hyderabad,Online,Flipkart,Clothing,Jacket,Allen Solly,Navy,XXL,1.0,1411.0,23.0,Missing,0.0,Standard,6.0,Yes,Net Banking,2.0,Not Returned,6.0,Weekly
TXN501037,CUST100313,2024-02-21,29.0,Female,Patna,Online,Flipkart,Clothing,Jacket,Zara,Pink,XXL,1.0,408.0,40.0,Missing,0.0,Standard,8.0,Yes,Cash on Delivery,4.0,Not Returned,6.0,Fortnightly
TXN500736,CUST100198,2024-02-21,32.0,Female,Hyderabad,Online,Myntra,Clothing,Saree,Max,Grey,XL,1.0,395.0,55.0,Missing,0.0,Standard,8.0,No,Debit Card,3.0,Returned,9.0,Weekly
TXN508377,CUST102697,2024-02-21,35.0,Female,Kolkata,Online,Myntra,Clothing,Saree,Puma,Beige,S,2.0,6158.0,31.0,Missing,79.0,Standard,8.0,No,UPI,4.0,Not Returned,4.0,Fortnightly
TXN509278,CUST102962,2024-02-21,58.0,Male,Bangalore,Offline,Myntra,Clothing,Trousers,Allen Solly,Blue,XL,2.0,2673.0,33.0,Missing,0.0,Standard,0.0,No,Cash on Delivery,3.0,Not Returned,1.0,Fortnightly
TXN509093,CUST102900,2024-02-21,39.0,Male,Mumbai,Online,Myntra,Accessories,Socks,Puma,Blue,Free Size,1.0,2106.0,56.0,Missing,0.0,Standard,7.0,Yes,Credit Card,4.0,Not Returned,6.0,Weekly
TXN507716,CUST102510,2024-02-21,26.0,Male,Chennai,Online,Flipkart,Footwear,Formal Shoes,H&M,Navy,11,1.0,1890.0,36.0,Missing,99.0,Standard,6.0,No,Credit Card,3.0,Not Returned,6.0,Weekly
TXN500391,CUST100093,2024-02-21,34.0,Female,Bangalore,Online,Myntra,Clothing,Saree,Bewakoof,Brown,XS,3.0,1474.0,32.0,Missing,199.0,Standard,8.0,No,UPI,3.0,Not Returned,12.0,Weekly
TXN508073,CUST102611,2024-02-21,56.0,Male,Chandigarh,Online,Myntra,Accessories,Belt,US Polo,Black,M,1.0,287.0,28.0,Missing,0.0,Standard,6.0,Yes,Debit Card,3.0,Returned,7.0,Weekly
TXN503482,CUST101118,2024-02-21,48.0,Male,Nagpur,Online,Meesho,Clothing,Shorts,Puma,Green,S,1.0,2192.0,43.0,Missing,99.0,Standard,4.0,No,Debit Card,5.0,Not Returned,1.0,Quarterly
TXN504036,CUST101333,2024-02-22,51.0,Female,Bangalore,Online,Amazon,Accessories,Belt,H&M,Beige,M,1.0,1059.0,39.0,Missing,79.0,Express,4.0,No,Credit Card,5.0,Not Returned,5.0,Fortnightly
TXN509751,CUST103116,2024-02-22,44.0,Male,Nagpur,Offline,Myntra,Footwear,Sneakers,US Polo,Beige,8,1.0,1784.0,44.0,Missing,0.0,Standard,0.0,Yes,Net Banking,4.0,Not Returned,4.0,Weekly
TXN508866,CUST102835,2024-02-22,40.0,Female,Delhi,Offline,Myntra,Clothing,Shirt,Nike,Green,L,4.0,12549.0,67.0,Missing,0.0,Standard,0.0,Yes,Credit Card,5.0,Not Returned,4.0,Weekly
TXN507283,CUST102381,2024-02-22,36.0,Male,Chennai,Online,Amazon,Clothing,Shirt,HRX,Navy,XL,2.0,1039.0,52.0,Missing,0.0,Same Day,1.0,No,Debit Card,3.0,Returned,2.0,Weekly
TXN505790,CUST101884,2024-02-22,43.0,Female,Bangalore,Online,Shein,Clothing,Shirt,Roadster,Grey,S,1.0,1343.0,60.0,Missing,0.0,Express,2.0,Yes,UPI,5.0,Not Returned,2.0,Monthly
TXN501257,CUST100383,2024-02-22,28.0,Male,Jaipur,Online,Meesho,Clothing,Hoodie,Nike,Black,XXL,1.0,2074.0,67.0,Missing,0.0,Express,4.0,Yes,UPI,4.0,Not Returned,4.0,Weekly
TXN509205,CUST102940,2024-02-22,48.0,Male,Kolkata,Online,Amazon,Clothing,Kurta,Levis,Blue,XL,1.0,1985.0,65.0,Missing,49.0,Standard,7.0,No,UPI,2.0,Not Returned,4.0,Weekly
TXN507535,CUST102460,2024-02-22,32.0,Female,Nagpur,Offline,Myntra,Footwear,Boots,Zara,Blue,7,1.0,1609.0,59.0,Missing,0.0,Standard,0.0,No,Credit Card,3.0,Not Returned,0.0,Rarely
TXN501127,CUST100340,2024-02-23,44.0,Male,Pune,Offline,Myntra,Footwear,Boots,H&M,Grey,9,2.0,5102.0,49.0,Missing,0.0,Standard,0.0,Yes,Wallet,4.0,Not Returned,0.0,Monthly
TXN508508,CUST102736,2024-02-23,42.0,Male,Kolkata,Offline,Myntra,Clothing,Shorts,Max,Red,XL,1.0,520.0,28.0,Missing,0.0,Standard,0.0,No,UPI,5.0,Not Returned,0.0,Quarterly
TXN509995,CUST103197,2024-02-23,52.0,Male,Kolkata,Online,Flipkart,Accessories,Sunglasses,Levis,Blue,M,1.0,2660.0,55.0,Missing,0.0,Standard,7.0,Yes,UPI,3.0,Not Returned,3.0,Fortnightly
TXN508037,CUST102599,2024-02-23,34.0,Male,Noida,Online,Amazon,Footwear,Sandals,Max,Navy,11,3.0,2477.0,41.0,Missing,199.0,Express,2.0,No,UPI,5.0,Not Returned,1.0,Fortnightly
TXN508222,CUST102654,2024-02-23,53.0,Female,Bhubaneswar,Offline,Myntra,Accessories,Backpack,Max,Black,Free Size,1.0,310.0,44.0,Missing,0.0,Standard,0.0,No,UPI,5.0,Not Returned,2.0,Monthly
TXN504589,CUST101525,2024-02-23,19.0,Male,Bangalore,Online,Myntra,Footwear,Running Shoes,Campus,Grey,11,1.0,842.0,42.0,Missing,0.0,Express,2.0,No,Credit Card,4.0,Not Returned,0.0,Monthly
TXN501146,CUST100348,2024-02-23,25.0,Male,Kochi,Online,Shein,Footwear,Sneakers,Nike,Black,6,1.0,3950.0,20.0,Missing,199.0,Express,3.0,Yes,UPI,4.0,Not Returned,6.0,Weekly
TXN506477,CUST102135,2024-02-23,46.0,Female,Lucknow,Online,Meesho,Footwear,Slippers,HRX,Navy,11,1.0,713.0,57.0,Missing,0.0,Standard,6.0,Yes,UPI,4.0,Not Returned,5.0,Weekly
TXN509585,CUST103054,2024-02-23,51.0,Male,Bangalore,Online,Shein,Footwear,Sneakers,Campus,Grey,7,1.0,545.0,63.0,Missing,0.0,Standard,5.0,Yes,UPI,4.0,Not Returned,3.0,Fortnightly
TXN507105,CUST102333,2024-02-23,52.0,Male,Chennai,Online,Flipkart,Footwear,Running Shoes,Puma,Navy,7,1.0,3850.0,31.0,Missing,0.0,Express,3.0,Yes,Net Banking,4.0,Not Returned,15.0,Weekly
TXN508867,CUST102835,2024-02-23,40.0,Female,Delhi,Offline,Myntra,Accessories,Bag,Allen Solly,Brown,Free Size,1.0,242.0,28.0,Missing,0.0,Standard,0.0,Yes,UPI,4.0,Not Returned,5.0,Weekly
TXN509107,CUST102909,2024-02-24,32.0,Male,Jaipur,Online,Ajio,Clothing,Trousers,Levis,Green,XL,1.0,2576.0,63.0,Missing,49.0,Express,2.0,No,UPI,5.0,Returned,3.0,Fortnightly
TXN501164,CUST100350,2024-02-24,40.0,Female,Ahmedabad,Online,Myntra,Clothing,Hoodie,US Polo,Black,M,1.0,374.0,25.0,Missing,0.0,Standard,4.0,No,Cash on Delivery,3.0,Not Returned,9.0,Weekly
TXN502243,CUST100732,2024-02-24,56.0,Female,Kolkata,Online,Ajio,Clothing,T-shirt,Levis,Green,M,1.0,3196.0,65.0,Missing,49.0,Express,4.0,No,UPI,4.0,Not Returned,12.0,Weekly
TXN500522,CUST100128,2024-02-24,42.0,Male,Chandigarh,Offline,Myntra,Accessories,Sunglasses,Max,Black,M,2.0,473.0,55.0,Missing,0.0,Standard,0.0,No,Debit Card,5.0,Not Returned,9.0,Weekly
