ID,year,loan_limit,Gender,approv_in_adv,loan_type,loan_purpose,Credit_Worthiness,open_credit,business_or_commercial,loan_amount,rate_of_interest,Interest_rate_spread,Upfront_charges,term,Neg_ammortization,interest_only,lump_sum_payment,property_value,construction_type,occupancy_type,Secured_by,total_units,income,credit_type,Credit_Score,co-applicant_credit_type,age,submission_of_application,LTV,Region,Security_Type,Status,dtir1,loan_amount_log
137170,2019,cf,Male,nopre,type3,p3,l1,nopc,nob/c,216500,4.25,0.5056,5506.06,360.0,not_neg,not_int,not_lpsm,218000.0,sb,pr,home,1U,3780.0,CIB,900,EXP,65-74,to_inst,99.31192661,North,direct,0,56.0,12.285350445351659
111673,2019,cf,Male,nopre,type1,p4,l1,nopc,nob/c,366500,3.625,-0.1123,909.0,360.0,not_neg,not_int,not_lpsm,508000.0,sb,pr,home,1U,5460.0,CIB,655,CIB,25-34,not_inst,72.14566929,North,direct,0,42.0,12.811756528818082
96360,2019,cf,Sex Not Available,nopre,type1,p3,l1,nopc,nob/c,276500,,,,216.0,not_neg,not_int,not_lpsm,,sb,pr,home,1U,3180.0,EQUI,520,EXP,35-44,to_inst,,south,direct,1,,12.529969716574515
76533,2019,cf,Female,pre,type2,p3,l1,nopc,b/c,176500,3.875,0.8228,871.5,360.0,not_neg,not_int,not_lpsm,218000.0,sb,pr,home,1U,2760.0,CRIF,696,CIB,>74,to_inst,80.96330275,central,direct,0,55.0,12.081081821061819
67641,2019,cf,Sex Not Available,nopre,type1,p3,l1,nopc,nob/c,346500,3.99,0.3823,5518.75,360.0,not_neg,not_int,not_lpsm,508000.0,sb,pr,home,1U,7200.0,EXP,883,EXP,45-54,to_inst,68.20866142,south,direct,0,18.0,12.755640983610817
41034,2019,cf,Sex Not Available,nopre,type1,p4,l1,nopc,nob/c,76500,3.99,0.7531,2383.75,180.0,neg_amm,not_int,not_lpsm,118000.0,sb,pr,home,1U,1560.0,EXP,824,CIB,65-74,to_inst,64.83050847,south,direct,0,48.0,11.245059091624615
85187,2019,cf,Male,pre,type1,p1,l1,nopc,nob/c,456500,3.99,0.1198,5126.5,360.0,not_neg,not_int,not_lpsm,478000.0,sb,pr,home,1U,7500.0,CIB,866,CIB,35-44,to_inst,95.50209205,central,direct,0,31.0,13.031346169595265
103129,2019,ncf,Sex Not Available,nopre,type1,p3,l1,nopc,nob/c,456500,,,,360.0,not_neg,not_int,not_lpsm,,sb,ir,home,1U,8820.0,EQUI,517,EXP,25-34,to_inst,,south,direct,1,,13.031346169595265
73513,2019,cf,Joint,pre,type1,p3,l1,nopc,nob/c,456500,3.875,0.3176,8256.22,180.0,not_neg,not_int,not_lpsm,618000.0,sb,pr,home,1U,9840.0,CRIF,744,EXP,55-64,to_inst,73.86731392,North,direct,0,39.0,13.031346169595265
156844,2019,cf,Male,nopre,type1,p3,l1,nopc,nob/c,366500,2.875,-0.0616,6874.67,180.0,not_neg,not_int,not_lpsm,658000.0,sb,pr,home,1U,9300.0,EXP,853,EXP,45-54,to_inst,55.69908815,North,direct,0,22.0,12.811756528818082
76377,2019,cf,Sex Not Available,pre,type1,p1,l1,nopc,nob/c,156500,3.99,0.3489,2437.5,360.0,not_neg,not_int,not_lpsm,708000.0,sb,pr,home,1U,8940.0,EXP,571,CIB,65-74,to_inst,22.10451977,south,direct,0,42.0,11.960817678718287
88492,2019,cf,Sex Not Available,nopre,type1,p1,l1,nopc,nob/c,256500,3.99,0.4015,1035.96,360.0,not_neg,not_int,not_lpsm,268000.0,sb,pr,home,1U,5820.0,CIB,637,EXP,55-64,to_inst,95.70895522,south,direct,0,40.0,12.45488784222084
150023,2019,cf,Sex Not Available,pre,type1,p4,l1,nopc,nob/c,566500,4.125,0.6714,6569.0,360.0,not_neg,not_int,not_lpsm,658000.0,sb,pr,home,1U,9600.0,EXP,639,EXP,35-44,to_inst,86.09422492,south,direct,0,39.0,13.247234124673707
85455,2019,cf,Sex Not Available,nopre,type3,p3,l1,nopc,nob/c,206500,3.99,0.4639,2050.0,360.0,not_neg,not_int,not_lpsm,248000.0,sb,pr,home,1U,2520.0,EXP,531,CIB,55-64,to_inst,83.26612903,south,direct,0,51.0,12.238060533986511
35759,2019,,Male,nopre,type1,p3,l1,nopc,nob/c,136500,3.5,0.8077,4040.13,180.0,not_neg,not_int,not_lpsm,158000.0,sb,pr,home,1U,1800.0,CRIF,614,CIB,65-74,to_inst,86.39240506,North,direct,0,45.0,11.824087219587643
103226,2019,cf,Sex Not Available,nopre,type3,p4,l1,nopc,nob/c,456500,3.99,0.352,0.0,360.0,not_neg,not_int,not_lpsm,588000.0,sb,pr,home,1U,,EXP,674,CIB,45-54,to_inst,77.63605442,south,direct,0,,13.031346169595265
109800,2019,cf,Male,nopre,type2,p4,l1,nopc,b/c,396500,3.125,0.4061,1143.94,360.0,not_neg,not_int,not_lpsm,428000.0,sb,pr,home,1U,4320.0,CIB,890,EXP,55-64,not_inst,92.64018692,North,direct,0,49.0,12.890433842121956
136939,2019,ncf,Male,pre,type3,p1,l1,nopc,nob/c,646500,3.49,-0.6074,6452.58,360.0,not_neg,not_int,not_lpsm,688000.0,sb,pr,home,1U,10140.0,CRIF,843,CIB,35-44,not_inst,93.96802326,North,direct,0,30.0,13.379330023983263
56056,2019,cf,Sex Not Available,nopre,type2,p3,l1,nopc,b/c,76500,4.99,1.2621,1703.9,360.0,not_neg,not_int,not_lpsm,128000.0,sb,pr,home,1U,3240.0,CRIF,876,EXP,45-54,to_inst,59.765625,south,direct,0,30.0,11.245059091624615
103603,2019,cf,Sex Not Available,nopre,type1,p3,l1,nopc,nob/c,446500,4.25,0.0359,12300.0,360.0,neg_amm,not_int,not_lpsm,668000.0,sb,pr,home,1U,11820.0,CIB,787,EXP,35-44,to_inst,66.84131737,south,direct,0,36.0,13.00919691893784
81084,2019,cf,Sex Not Available,nopre,type1,p3,l1,nopc,nob/c,126500,3.99,0.5961,3418.75,180.0,not_neg,not_int,not_lpsm,268000.0,sb,pr,home,1U,3120.0,EXP,717,CIB,>74,to_inst,47.20149254,south,direct,0,39.0,11.748005492256807
158439,2019,cf,Sex Not Available,nopre,type3,p1,l1,nopc,nob/c,266500,3.375,-0.0403,622.0,360.0,not_neg,not_int,not_lpsm,278000.0,sb,pr,home,1U,4020.0,CRIF,625,CIB,35-44,to_inst,95.86330935,south,direct,0,40.0,12.493133274926212
140876,2019,cf,Joint,pre,type2,p4,l1,nopc,b/c,106500,3.625,0.7805,402.85,360.0,not_neg,not_int,not_lpsm,158000.0,sb,pr,home,1U,,EXP,545,EXP,55-64,to_inst,67.40506329,North,direct,0,,11.575909653758895
98690,2019,ncf,Male,nopre,type3,p4,l1,nopc,nob/c,776500,3.0,-0.4342,4606.54,360.0,not_neg,int_only,not_lpsm,828000.0,sb,pr,home,1U,,CIB,567,CIB,45-54,not_inst,93.78019324,North,direct,0,,13.562553209400056
98652,2019,cf,Female,nopre,type1,p1,l1,nopc,nob/c,286500,,,,360.0,neg_amm,not_int,not_lpsm,298000.0,sb,pr,home,1U,2640.0,CRIF,763,CIB,25-34,not_inst,96.1409396,North,direct,1,56.0,12.565497305532237
138525,2019,cf,Joint,nopre,type1,p1,l1,nopc,nob/c,226500,,,,360.0,neg_amm,not_int,not_lpsm,,sb,pr,home,1U,6840.0,EQUI,528,EXP,35-44,not_inst,,North,direct,1,,12.330504638906516
106650,2019,cf,Male,nopre,type1,p2,l1,nopc,nob/c,146500,4.99,0.6878,2375.0,360.0,not_neg,not_int,not_lpsm,878000.0,sb,pr,home,1U,9480.0,EXP,886,CIB,45-54,to_inst,16.6856492,North,direct,0,36.0,11.89478753335453
102467,2019,cf,Sex Not Available,nopre,type1,p3,l1,nopc,nob/c,166500,4.99,1.0877,89.5,180.0,neg_amm,not_int,not_lpsm,208000.0,sb,pr,home,1U,3540.0,EXP,638,CIB,45-54,to_inst,80.04807692,south,direct,0,36.0,12.022756594390605
33947,2019,cf,Sex Not Available,nopre,type1,p4,l1,nopc,nob/c,136500,3.625,0.9217,3848.04,240.0,not_neg,not_int,not_lpsm,208000.0,sb,pr,home,1U,3240.0,CIB,590,EXP,55-64,to_inst,65.625,south,direct,0,48.0,11.824087219587643
172357,2019,cf,Joint,nopre,type1,p4,l1,nopc,nob/c,456500,4.0,-0.3475,7011.5,360.0,neg_amm,not_int,not_lpsm,668000.0,sb,pr,home,1U,5700.0,CIB,694,EXP,35-44,not_inst,68.33832335,North,direct,0,39.0,13.031346169595265
150809,2019,cf,Joint,nopre,type1,p3,l1,nopc,nob/c,296500,3.99,-0.1287,1030.68,360.0,not_neg,not_int,not_lpsm,558000.0,sb,pr,home,1U,3840.0,CRIF,864,EXP,45-54,not_inst,53.13620072,North,direct,0,43.0,12.599805870095512
59662,2019,cf,Joint,pre,type1,p1,l1,nopc,nob/c,526500,4.5,0.1041,0.0,360.0,not_neg,not_int,not_lpsm,658000.0,sb,pr,home,1U,9060.0,EXP,723,EXP,25-34,not_inst,80.01519757,North,direct,0,30.0,13.174008509889596
28601,2019,cf,Male,nopre,type1,p3,l1,nopc,nob/c,646500,3.99,0.3561,16704.66,360.0,not_neg,not_int,not_lpsm,1008000.0,sb,pr,home,1U,8400.0,CRIF,651,CIB,55-64,to_inst,64.13690476,south,direct,0,37.0,13.379330023983263
153644,2019,cf,Female,nopre,type1,p4,l1,nopc,nob/c,526500,3.875,0.1315,1417.0,360.0,not_neg,not_int,not_lpsm,768000.0,sb,pr,home,1U,6420.0,CIB,777,CIB,55-64,not_inst,68.5546875,central,direct,0,39.0,13.174008509889596
81227,2019,cf,Female,nopre,type1,p4,l1,nopc,nob/c,406500,3.75,0.0853,244.24,360.0,not_neg,not_int,not_lpsm,458000.0,sb,pr,home,1U,4200.0,EXP,640,CIB,25-34,not_inst,88.75545852,North,direct,0,39.0,12.915341667991576
97759,2019,cf,Female,nopre,type1,p3,l1,nopc,nob/c,146500,,,,360.0,neg_amm,not_int,not_lpsm,228000.0,sb,pr,home,1U,2280.0,EXP,802,CIB,65-74,to_inst,64.25438596,North,direct,1,42.0,11.89478753335453
35038,2019,cf,Joint,nopre,type1,p4,l1,nopc,nob/c,136500,3.25,0.5153,4169.58,180.0,not_neg,not_int,not_lpsm,408000.0,sb,pr,home,1U,4740.0,CRIF,578,EXP,55-64,to_inst,33.45588235,North,direct,0,44.0,11.824087219587643
60199,2019,cf,Male,nopre,type1,p3,l1,nopc,nob/c,416500,,,,324.0,neg_amm,not_int,not_lpsm,678000.0,sb,pr,home,1U,4680.0,EXP,581,CIB,65-74,to_inst,61.43067847,North,direct,1,49.0,12.939644141546536
114459,2019,cf,Joint,nopre,type1,p3,l2,nopc,nob/c,306500,4.375,0.4295,6570.0,360.0,not_neg,not_int,not_lpsm,388000.0,sb,pr,home,1U,4140.0,EXP,680,EXP,45-54,to_inst,78.99484536,North,direct,0,36.0,12.632976296995821
98084,2019,cf,Male,nopre,type1,p1,l2,nopc,nob/c,396500,4.25,0.2583,619.83,360.0,not_neg,not_int,not_lpsm,418000.0,sb,pr,home,1U,5280.0,CIB,766,EXP,25-34,not_inst,94.85645933,North,direct,0,49.0,12.890433842121956
131308,2019,ncf,Joint,nopre,type1,p2,l1,nopc,nob/c,86500,5.375,1.4304,1992.55,360.0,not_neg,not_int,not_lpsm,728000.0,sb,pr,home,1U,9840.0,CRIF,900,EXP,35-44,to_inst,11.88186813,North,direct,0,36.0,11.367911253546788
30689,2019,cf,Sex Not Available,nopre,type2,p4,l1,nopc,b/c,216500,3.625,0.5141,392.8,360.0,not_neg,not_int,not_lpsm,218000.0,sb,pr,home,1U,,EXP,758,EXP,45-54,to_inst,99.31192661,south,direct,0,,12.285350445351659
108258,2019,cf,Joint,nopre,type1,p4,l1,nopc,nob/c,586500,4.0,0.4225,105.69,360.0,not_neg,not_int,not_lpsm,658000.0,sb,pr,home,1U,7680.0,EXP,847,EXP,35-44,not_inst,89.1337386,North,direct,0,45.0,13.281929652104052
73702,2019,cf,Male,nopre,type1,p4,l1,nopc,nob/c,196500,3.625,0.1539,6664.05,324.0,not_neg,not_int,not_lpsm,378000.0,sb,pr,home,1U,9300.0,CIB,786,CIB,65-74,to_inst,51.98412698,North,direct,0,15.0,12.188422799337028
108544,2019,cf,Sex Not Available,nopre,type3,p4,l1,nopc,nob/c,446500,3.125,-0.5399,5220.45,360.0,not_neg,not_int,not_lpsm,708000.0,sb,pr,home,1U,,EXP,887,EXP,>74,to_inst,63.06497175,south,direct,0,,13.00919691893784
51854,2019,cf,Joint,nopre,type1,p1,l1,nopc,nob/c,316500,3.625,0.3499,7880.0,360.0,neg_amm,not_int,not_lpsm,358000.0,sb,pr,home,1U,3660.0,CIB,537,EXP,>74,to_inst,88.40782123,North,direct,0,61.0,12.66508168011904
172099,2019,cf,Female,nopre,type2,p4,l1,nopc,b/c,376500,,,,360.0,not_neg,not_int,not_lpsm,,sb,pr,home,1U,0.0,EQUI,556,EXP,35-44,to_inst,,central,direct,1,,12.838675982261055
63443,2019,cf,Joint,pre,type1,p3,l1,nopc,nob/c,446500,4.125,0.3862,7276.25,360.0,not_neg,not_int,not_lpsm,588000.0,sb,pr,home,1U,5400.0,EXP,678,EXP,35-44,not_inst,75.93537415,North,direct,0,49.0,13.00919691893784
72611,2019,cf,Joint,nopre,type2,p4,l1,nopc,b/c,436500,3.49,0.5467,0.0,360.0,not_neg,not_int,not_lpsm,628000.0,sb,pr,home,1U,,CIB,798,EXP,35-44,to_inst,69.50636943,south,direct,0,,12.986545945209913
116840,2019,cf,Sex Not Available,nopre,type1,p3,l2,nopc,nob/c,546500,4.875,0.6285,7248.63,360.0,not_neg,not_int,not_lpsm,958000.0,sb,pr,home,1U,6900.0,CRIF,699,EXP,35-44,to_inst,57.04592902,south,direct,0,39.0,13.211291416423222
120731,2019,cf,Female,nopre,type1,p1,l1,nopc,nob/c,216500,,,,360.0,not_neg,not_int,not_lpsm,,sb,pr,home,1U,2880.0,EQUI,661,EXP,55-64,to_inst,,North,direct,1,,12.285350445351659
69322,2019,cf,Joint,pre,type1,p4,l1,nopc,nob/c,226500,3.375,0.4544,6676.88,240.0,not_neg,not_int,not_lpsm,368000.0,sb,pr,home,1U,8700.0,CIB,563,EXP,35-44,to_inst,61.54891304,North,direct,0,28.0,12.330504638906516
166132,2019,cf,Male,nopre,type2,p3,l1,nopc,b/c,496500,,,,360.0,not_neg,not_int,not_lpsm,558000.0,sb,pr,home,1U,5340.0,CRIF,817,CIB,55-64,to_inst,88.97849462,North-East,direct,1,50.0,13.115340776564027
113989,2019,cf,Sex Not Available,nopre,type1,p3,l1,nopc,nob/c,386500,3.5,-0.0289,2212.5,360.0,not_neg,not_int,not_lpsm,588000.0,sb,pr,home,1U,4260.0,CIB,629,CIB,45-54,to_inst,65.73129252,south,direct,0,49.0,12.864889734328388
151726,2019,cf,Joint,nopre,type2,p3,l1,nopc,b/c,266500,,,,360.0,neg_amm,not_int,not_lpsm,288000.0,sb,pr,home,1U,5220.0,CRIF,863,EXP,65-74,to_inst,92.53472222,North,direct,1,46.0,12.493133274926212
40544,2019,cf,Joint,nopre,type1,p4,l1,nopc,nob/c,356500,3.875,0.2401,3825.0,360.0,not_neg,not_int,not_lpsm,548000.0,sb,ir,home,1U,19020.0,EXP,694,EXP,45-54,to_inst,65.05474453,North,direct,0,43.0,12.784092323881643
28032,2019,cf,Male,nopre,type1,p4,l1,nopc,nob/c,396500,3.56,0.362,0.0,240.0,not_neg,not_int,not_lpsm,998000.0,sb,pr,home,1U,6540.0,CIB,689,CIB,55-64,not_inst,39.72945892,south,direct,0,38.0,12.890433842121956
47733,2019,cf,Sex Not Available,pre,type1,p1,l1,nopc,nob/c,96500,4.375,0.9762,2418.4,360.0,neg_amm,not_int,not_lpsm,118000.0,sb,pr,home,1U,3240.0,EXP,751,EXP,45-54,to_inst,81.77966102,south,direct,0,30.0,11.477308649967686
53652,2019,cf,Male,nopre,type1,p4,l1,nopc,nob/c,556500,4.5,0.6118,9393.0,360.0,not_neg,not_int,not_lpsm,628000.0,sb,pr,home,1U,10320.0,CRIF,517,CIB,55-64,to_inst,88.61464968,central,direct,0,37.0,13.229424246641315
80286,2019,cf,Male,nopre,type1,p4,l1,nopc,nob/c,356500,3.25,-0.2977,9657.5,360.0,not_neg,not_int,not_lpsm,598000.0,sb,pr,home,1U,8820.0,CRIF,833,CIB,45-54,to_inst,59.61538462,North,direct,0,37.0,12.784092323881643
166346,2019,cf,Male,nopre,type1,p1,l1,nopc,nob/c,206500,4.625,0.6957,4017.6,360.0,not_neg,not_int,not_lpsm,278000.0,sb,ir,home,1U,25200.0,CIB,544,CIB,45-54,not_inst,74.28057554,North,direct,0,10.0,12.238060533986511
75426,2019,cf,Sex Not Available,nopre,type1,p4,l1,nopc,nob/c,336500,3.875,0.4529,4879.0,360.0,not_neg,not_int,not_lpsm,378000.0,sb,pr,home,1U,8460.0,CIB,613,CIB,45-54,to_inst,89.02116402,south,direct,0,36.0,12.726356399830706
40952,2019,cf,Female,pre,type1,p3,l1,nopc,nob/c,136500,4.5,0.2803,1803.25,360.0,neg_amm,not_int,not_lpsm,228000.0,sb,pr,home,1U,1380.0,CIB,552,EXP,35-44,to_inst,59.86842105,North,direct,0,43.0,11.824087219587643
148364,2019,cf,Joint,nopre,type1,p4,l1,nopc,nob/c,336500,3.99,0.3686,0.0,360.0,neg_amm,int_only,not_lpsm,458000.0,sb,pr,home,1U,4320.0,EXP,530,EXP,45-54,not_inst,73.47161572,south,direct,0,48.0,12.726356399830706
49999,2019,cf,Male,nopre,type2,p3,l1,nopc,b/c,106500,4.125,1.8843,3007.81,240.0,not_neg,not_int,not_lpsm,128000.0,sb,pr,home,1U,8460.0,CIB,720,CIB,55-64,to_inst,83.203125,North,direct,0,22.0,11.575909653758895
62469,2019,cf,Sex Not Available,nopre,type1,p4,l1,nopc,nob/c,226500,,,,360.0,not_neg,not_int,not_lpsm,,sb,sr,home,1U,13200.0,EQUI,610,EXP,45-54,to_inst,,south,direct,1,,12.330504638906516
66483,2019,cf,Sex Not Available,nopre,type1,p4,l1,nopc,nob/c,346500,,,,180.0,not_neg,not_int,not_lpsm,358000.0,sb,pr,home,1U,3180.0,CIB,559,CIB,55-64,to_inst,96.7877095,south,direct,1,12.0,12.755640983610817
60557,2019,cf,Male,pre,type1,p4,l1,nopc,nob/c,616500,,,,360.0,not_neg,not_int,not_lpsm,,sb,pr,home,1U,12060.0,EQUI,571,EXP,55-64,to_inst,,North,direct,1,,13.331815223645236
143475,2019,cf,Sex Not Available,pre,type1,p3,l1,nopc,nob/c,326500,,,,180.0,not_neg,not_int,not_lpsm,378000.0,sb,pr,home,1U,7200.0,CRIF,760,CIB,35-44,to_inst,86.37566138,south,direct,1,36.0,12.696188290481068
87752,2019,cf,Female,nopre,type1,p3,l1,nopc,nob/c,426500,3.625,0.0393,0.0,360.0,not_neg,not_int,not_lpsm,618000.0,sb,pr,home,1U,3840.0,EXP,768,CIB,65-74,not_inst,69.01294498,south,direct,0,49.0,12.963369990577007
146801,2019,ncf,Male,nopre,type3,p1,l1,nopc,nob/c,346500,3.25,-0.3379,8725.0,360.0,not_neg,not_int,not_lpsm,348000.0,sb,pr,home,1U,3660.0,EXP,530,CIB,45-54,to_inst,99.56896552,south,direct,0,61.0,12.755640983610817
59872,2019,cf,Male,pre,type1,p1,l1,nopc,nob/c,186500,4.75,0.8298,3091.2,360.0,not_neg,not_int,not_lpsm,238000.0,sb,pr,home,1U,4020.0,CRIF,817,CIB,35-44,to_inst,78.36134454,North,direct,0,41.0,12.136191879981927
31146,2019,cf,Female,nopre,type1,p4,l1,nopc,nob/c,196500,3.75,0.1288,1999.99,360.0,not_neg,not_int,not_lpsm,358000.0,sb,pr,home,1U,3720.0,EXP,831,CIB,35-44,not_inst,54.88826816,North-East,direct,0,33.0,12.188422799337028
75132,2019,cf,Female,nopre,type1,p3,l1,nopc,nob/c,176500,4.375,0.9954,5588.0,360.0,not_neg,not_int,not_lpsm,238000.0,sb,pr,home,1U,2160.0,CIB,661,CIB,>74,to_inst,74.15966387,North,direct,0,38.0,12.081081821061819
128488,2019,ncf,Joint,nopre,type1,p1,l1,nopc,nob/c,276500,,,,360.0,not_neg,not_int,not_lpsm,368000.0,sb,ir,home,1U,12660.0,CRIF,790,EXP,35-44,not_inst,75.13586957,south,direct,1,44.0,12.529969716574515
125391,2019,cf,Sex Not Available,nopre,type2,p4,l1,nopc,b/c,66500,,,,240.0,not_neg,not_int,not_lpsm,188000.0,sb,pr,home,1U,2280.0,CIB,860,EXP,25-34,to_inst,35.37234043,south,direct,1,24.0,11.104972264124868
140477,2019,cf,Joint,nopre,type1,p1,l1,nopc,nob/c,176500,,,,360.0,not_neg,not_int,not_lpsm,188000.0,sb,pr,home,1U,4860.0,CIB,525,EXP,25-34,to_inst,93.88297872,south,direct,1,46.0,12.081081821061819
46470,2019,cf,Male,nopre,type1,p4,l1,nopc,nob/c,716500,,,,180.0,not_neg,not_int,not_lpsm,,sb,ir,home,1U,58200.0,EQUI,581,EXP,55-64,not_inst,,south,direct,1,,13.482134921922801
62684,2019,cf,Male,nopre,type1,p1,l1,nopc,nob/c,386500,4.375,0.394,395.0,360.0,not_neg,not_int,not_lpsm,418000.0,sb,pr,home,1U,5760.0,CIB,797,CIB,25-34,not_inst,92.46411483,North,direct,0,24.0,12.864889734328388
91893,2019,cf,Sex Not Available,nopre,type1,p2,l1,nopc,nob/c,166500,,,,360.0,not_neg,not_int,not_lpsm,278000.0,sb,sr,home,1U,2940.0,CIB,511,CIB,45-54,to_inst,59.89208633,south,direct,1,32.0,12.022756594390605
123021,2019,cf,Female,pre,type1,p3,l1,nopc,nob/c,446500,4.56,0.725,698.0,360.0,not_neg,not_int,not_lpsm,608000.0,sb,pr,home,1U,6060.0,CIB,652,CIB,45-54,not_inst,73.4375,North,direct,0,49.0,13.00919691893784
55893,2019,cf,Male,pre,type1,p3,l1,nopc,nob/c,346500,,,,360.0,not_neg,not_int,not_lpsm,,sb,pr,home,1U,7080.0,EQUI,812,EXP,45-54,to_inst,,south,direct,1,,12.755640983610817
42368,2019,cf,Male,pre,type1,p4,l1,nopc,nob/c,356500,3.5,-0.1891,6354.0,360.0,not_neg,not_int,not_lpsm,518000.0,sb,pr,home,1U,3180.0,EXP,647,CIB,55-64,to_inst,68.82239382,North,direct,0,44.0,12.784092323881643
72412,2019,cf,Joint,nopre,type1,p4,l1,nopc,nob/c,446500,3.875,0.4236,1220.25,360.0,not_neg,not_int,not_lpsm,498000.0,sb,pr,home,1U,10260.0,CIB,596,EXP,35-44,not_inst,89.65863454,North,direct,0,37.0,13.00919691893784
53345,2019,cf,Joint,nopre,type1,p1,l1,nopc,nob/c,396500,4.75,0.5174,1642.81,360.0,not_neg,not_int,not_lpsm,418000.0,sb,pr,home,1U,7200.0,CIB,866,EXP,45-54,to_inst,94.85645933,south,direct,0,37.0,12.890433842121956
170025,2019,cf,Joint,nopre,type1,p4,l1,nopc,nob/c,556500,3.125,-0.1003,0.0,180.0,not_neg,not_int,not_lpsm,858000.0,sb,sr,home,1U,18900.0,CRIF,683,EXP,35-44,to_inst,64.86013986,central,direct,0,41.0,13.229424246641315
124646,2019,,Female,nopre,type1,p3,l1,nopc,nob/c,346500,4.375,0.8844,1250.0,180.0,not_neg,not_int,not_lpsm,438000.0,sb,pr,home,1U,6480.0,EXP,607,CIB,55-64,to_inst,79.10958904,North,direct,0,44.0,12.755640983610817
97255,2019,cf,Male,nopre,type1,p3,l1,nopc,nob/c,296500,,,,360.0,neg_amm,not_int,not_lpsm,608000.0,sb,pr,home,1U,3840.0,EXP,762,CIB,45-54,to_inst,48.76644737,North,direct,1,57.0,12.599805870095512
87795,2019,cf,Joint,nopre,type3,p3,l1,nopc,nob/c,386500,3.5,0.3688,5838.68,240.0,not_neg,not_int,not_lpsm,458000.0,sb,pr,home,1U,6120.0,EXP,802,EXP,65-74,to_inst,84.38864629,North,direct,0,39.0,12.864889734328388
155105,2019,cf,Female,nopre,type1,p1,l1,nopc,nob/c,386500,,,,360.0,neg_amm,not_int,not_lpsm,508000.0,sb,sr,home,1U,5520.0,EXP,563,CIB,35-44,not_inst,76.08267717,south,direct,1,45.0,12.864889734328388
107875,2019,cf,Male,nopre,type1,p3,l1,nopc,nob/c,306500,,,,360.0,not_neg,not_int,not_lpsm,,sb,pr,home,1U,6360.0,EQUI,701,EXP,45-54,not_inst,,south,direct,1,,12.632976296995821
157374,2019,cf,Female,nopre,type1,p3,l1,nopc,nob/c,126500,,,,360.0,not_neg,not_int,not_lpsm,398000.0,sb,pr,home,1U,1620.0,CIB,689,CIB,>74,not_inst,31.7839196,North,direct,1,34.0,11.748005492256807
101812,2019,cf,Male,nopre,type1,p4,l1,nopc,nob/c,596500,4.0,0.4854,5910.0,360.0,not_neg,not_int,not_lpsm,808000.0,sb,pr,home,1U,9360.0,CRIF,567,CIB,35-44,not_inst,73.82425743,North,direct,0,48.0,13.298836196964638
96594,2019,cf,Sex Not Available,nopre,type2,p4,l1,nopc,b/c,446500,,,,240.0,not_neg,not_int,not_lpsm,,sb,pr,home,1U,0.0,EQUI,594,EXP,25-34,to_inst,,south,direct,1,,13.00919691893784
106824,2019,,Joint,nopre,type2,p3,l1,nopc,b/c,86500,4.125,1.3479,1544.38,360.0,not_neg,not_int,not_lpsm,118000.0,sb,pr,home,1U,2700.0,CIB,624,EXP,25-34,to_inst,73.30508475,North,direct,0,37.0,11.367911253546788
137328,2019,cf,Sex Not Available,nopre,type1,p3,l1,nopc,nob/c,226500,3.99,0.6108,7840.25,360.0,not_neg,not_int,not_lpsm,308000.0,sb,pr,home,1U,6600.0,CIB,879,EXP,65-74,to_inst,73.53896104,south,direct,0,42.0,12.330504638906516
61847,2019,cf,Joint,pre,type1,p1,l1,nopc,nob/c,326500,4.375,0.0222,960.0,360.0,not_neg,not_int,not_lpsm,408000.0,sb,pr,home,1U,7500.0,EXP,741,EXP,55-64,to_inst,80.0245098,North,direct,0,42.0,12.696188290481068
99237,2019,cf,Female,nopre,type1,p4,l1,nopc,nob/c,446500,3.25,-0.3042,8831.97,360.0,not_neg,not_int,not_lpsm,668000.0,sb,pr,home,1U,5880.0,EXP,526,CIB,55-64,to_inst,66.84131737,North,direct,0,35.0,13.00919691893784
70950,2019,cf,Male,pre,type1,p4,l1,nopc,nob/c,486500,3.75,-0.0053,1334.44,360.0,not_neg,not_int,not_lpsm,858000.0,sb,pr,home,1U,13140.0,CRIF,779,CIB,45-54,not_inst,56.7016317,North,direct,0,14.0,13.094994236104542
172146,2019,cf,Sex Not Available,nopre,type1,p3,l1,nopc,nob/c,166500,4.99,0.9129,1250.0,360.0,not_neg,not_int,not_lpsm,208000.0,sb,pr,home,1U,3060.0,EXP,886,EXP,35-44,to_inst,80.04807692,south,direct,0,46.0,12.022756594390605
66577,2019,cf,Female,nopre,type1,p4,l1,nopc,nob/c,276500,3.875,0.4897,1239.98,360.0,not_neg,not_int,not_lpsm,308000.0,sb,pr,home,1U,4740.0,EXP,779,CIB,25-34,not_inst,89.77272727,North,direct,0,41.0,12.529969716574515
164035,2019,cf,Joint,pre,type1,p1,l1,nopc,nob/c,296500,4.125,0.3787,1114.5,360.0,not_neg,not_int,not_lpsm,378000.0,sb,pr,home,1U,9420.0,CRIF,830,EXP,55-64,to_inst,78.43915344,North,direct,0,11.0,12.599805870095512
109673,2019,cf,Female,nopre,type2,p4,l1,nopc,b/c,406500,,,,360.0,not_neg,not_int,not_lpsm,388000.0,sb,pr,home,1U,6240.0,CRIF,599,EXP,45-54,to_inst,104.7680412,North,direct,1,46.0,12.915341667991576
